,,,,Please ensure that you join our Slack group so that we can communicate with transcribers: ,,,,,,https://join.slack.com/t/codethecity/shared_invite/zt-ebfpmtdt-wMnHGebBCNJTCEInaYCwNw,,,,
74ff6811-6a2d-4b49-9832-1097a893c343,28-Apr-1914,1128,Princess Royal,British,Rendall,525,Liverpool,Goods,,,,Mark Cullen,Mollie Horne,
09f74c70-0076-4600-8256-4eb6fe8be609,28-Apr-1914,1129,James Crombie,British,Darrock,253,Leith,Goods,,,,Mark Cullen,Mollie Horne,
788bec08-7432-4403-9e6f-3ea6da9cae18,28-Apr-1914,1130,Firth,British,Wright,163,Shields,Coal,,,,Mark Cullen,Mollie Horne,
a5671f78-346b-4e68-890d-871b2e294ae5,28-Apr-1914,1131,Norwood,British,Clark,348,Hull,Goods,,,,Mark Cullen,Mollie Horne,
d142cd55-454a-48cf-bce6-d1affb76676e,28-Apr-1914,1132,Express,British,Heddle,89,Kirkwall,Goods,,,,Mark Cullen,Mollie Horne,
8016f1c9-7618-482b-9f9c-483b5f245098,28-Apr-1914,1133,Tug Granite City,British,Mutch,(blank),Buckie,Towing,,,,Mark Cullen,Mollie Horne,
e11ef0ed-b7bb-43a8-90f5-78b48f994b16,28-Apr-1914,1134,En Avant ,British,Mutch,(blank),Buckie,To Fit,,,BCK190,Mark Cullen,Mollie Horne,
c6b76fe6-0519-4ffe-ae98-250ff2eb9df7,28-Apr-1914,1135,Coral Bank,British,Mutch,(blank),Buckie,To Fit,,,A48,Mark Cullen,Mollie Horne,
3ee0ab24-7c6a-475c-8faa-33eb9d903f81,28-Apr-1914,1136,Aberdon,British,Ross,495,Seaham,Coal,,,,Mark Cullen,Mollie Horne,
63712074-3614-480a-8ce8-286bd4f7677e,29-Apr-1914,1137,St Margaret,British,McKenzie,401,Kirkwall,Goods,Wednesday 29th. First and middle part fine. Latter showery. Sea smooth,,,Mark Cullen,Mollie Horne,
8e5d1d37-f06d-41f0-ac70-7923d99254b0,29-Apr-1914,1138,Earnholm,British,McDonald,191,Leith,Goods,,,,Mark Cullen,Mollie Horne,
52f2418f-a986-4c52-82a1-67abc2899e6b,29-Apr-1914,1139,Utopia,British,Smith,64,Kirkcaldy,Coal,,,,Mark Cullen,Mollie Horne,
9b7b659b-86e5-499c-a5de-56fdb24588be,29-Apr-1914,1140,Brandenburg,British,Reid,775,Reval,Flax,,,,Mark Cullen,Mollie Horne,
69a2cb53-3392-4baf-9e5d-e69d8a6392f2,29-Apr-1914,1141,Spray II,British,Lawrence,580,Sunderland,Coal,,,,Mark Cullen,Mollie Horne,
1245e858-4ebe-43f7-bb89-d03d4d3e22b4,29-Apr-1914,1142,Thrift,British,Mackay,253,Blyth,Coal,,,,Mark Cullen,Mollie Horne,
c6232e07-2e32-4e0e-b822-29b520553fea,29-Apr-1914,1143,Unicorn ,British,(blank),(blank),Lossiemouth,Towing,,INS - Inverness,INS249,Mark Cullen,Mollie Horne,
0a8262f5-2231-4d6d-ae2d-aea3e5b01764,29-Apr-1914,1144,Mon Ami ,British,(blank),(blank),Lossiemouth,Disabled,,INS - Inverness,INS52,Mark Cullen,Mollie Horne,
7c712132-4f19-4c3b-b332-7ac4d2fb347d,29-Apr-1914,1145,Goldseeker,British,Murray,65,North Sea,Cruising,,,,Mark Cullen,Mollie Horne,
d28aed04-10bf-4017-9ad6-378f5ab502d7,29-Apr-1914,1146,Garmoyle,British,Grant,30,Leith,Nitrate,,,,Mark Cullen,Mollie Horne,
fee71193-83f3-44c6-ac6d-ddaacf9a2926,29-Apr-1914,1147,Cedar Leaf ,British,(blank),(blank),Macduff,Towing,,BF - Banff,BF253,Mark Cullen,Mollie Horne,
a0bdef10-4234-4990-84f6-05b660c7a3a5,29-Apr-1914,1148,Kilburn ,British,(blank),(blank),Macduff,To Fit Out,,BF - Banff,BF96,Mark Cullen,Mollie Horne,
86931c73-dbdc-41cb-9c3e-cfb5fc10b574,29-Apr-1914,1149,Redhall,British,Ross,345,Blyth,Coal,,,,Mark Cullen,Mollie Horne,
13310ebe-651c-4ed2-b97f-11c48cdb5034,30-Apr-1914,1150,Finch,British,Wright,163,Granton,Coal,Thursday 30th. Strong Northerly wind and showery. Very cold. Sea smooth,,,Mark Cullen,Mollie Horne,
040c605d-150e-40d6-97e8-6f59aa9eac81,30-Apr-1914,1151,St Sunniva,British,Gray,363,Leith,Goods,,,,Mark Cullen,Mollie Horne,
d62a5b8c-dae0-438b-a0d4-2fe0414a8235,30-Apr-1914,1152,St Margaret,British,MacKenzie,401,Leith,Goods,,,,Mark Cullen,Mollie Horne,
58068169-8a5d-4dff-b348-f2c3bee6dc5a,30-Apr-1914,1153,Princess Maud,British,MacKenzie,526,Dundee,Goods,,,,Mark Cullen,Mollie Horne,
1c540685-1ad8-4749-af14-f9d8181b089b,30-Apr-1914,1154,Ashmore,British,Brown,125,Blyth,Light,,,,Mark Cullen,Mollie Horne,
f329d485-50f3-4645-991e-cbf72e2fe782,30-Apr-1914,1155,Wave Queen,British,Cole,128,Bay,Adjusting,,,,Mark Cullen,Mollie Horne,
f289cbe8-7ebb-4e3f-bfb3-9c45b9782d38,30-Apr-1914,1156,Flying Scud,British,Geddes,16,Cullen,Towing,,,,Mark Cullen,Mollie Horne,
1804de75-96bf-4778-be7e-14a6c845464c,30-Apr-1914,1157,Hawthorn Bud,British,Geddes,33,Cullen,To Be Fitted,,,,Mark Cullen,Mollie Horne,
a3c985e8-4760-40f3-aaec-dfdda96b2b29,30-Apr-1914,1158,Norna,British,Wright,150,North Sea,Cruising,,,,Mark Cullen,Mollie Horne,
d970edc0-e0de-4dcb-93c7-b138f6003ab4,30-Apr-1914,1159,Chesnut,British,A Hall & Coy,33,Bay,Adjusting,,,,Mark Cullen,Mollie Horne,
efbdaacc-cd0e-44ee-b412-5b6dbd9d67cb,30-Apr-1914,1160,Jaro,British,Wright,57,Peterhead,Light,,,,Mark Cullen,Mollie Horne,
f96cf7fb-98e3-467f-b0e4-16df4bfd4e51,30-Apr-1914,1161,Doris Burton,British,A R & Coy,(blank),Bay,Trials,,,,Mark Cullen,Mollie Horne,
b1266a5d-76a7-41d6-b46d-de51f0b1a97d,30-Apr-1914,1162,Dunleith,British,Auld,114,Goole,Coal,,,,Mark Cullen,Mollie Horne,
5659b19a-c42e-476e-b3e1-e646154096e8,01-May-1914,1163,St Nicholas,British,Johnston,452,Stromness,Goods,Friday 1st May. Very cold. Wind northerly. Sea smooth otherwise fine.,,,Mark Cullen,Mollie Horne,
485bf4f7-a14c-487d-9e81-c2dce0de40af,01-May-1914,1164,St Clair,British,Gifford,349,Wick,Goods,,,,Mark Cullen,Mollie Horne,
e3de27a8-49f3-41f3-90ac-b5cda6387129,01-May-1914,1165,St Ronald,British,Scott,395,Leith,Goods,,,,Mark Cullen,Mollie Horne,
128e33c8-5791-41e7-bc38-9aeb9327162b,01-May-1914,1166,Princess Dagmar,British,Harrison,316,Dundee,Goods,,,,Mark Cullen,Mollie Horne,
1fa4376b-b859-4a4e-a421-8e18f5db1016,01-May-1914,1167,Earnholm,British,McDonald,191,Leith,Goods,,,,Mark Cullen,Mollie Horne,
04b75abb-9da8-45ce-b0f5-2c5b351c8dda,01-May-1914,1168,Earl of Aberdeen,British,Dove,352,Newcastle,Goods,,,,Mark Cullen,Mollie Horne,
2ac778ab-665c-4b54-9c01-f0fb8c37e06c,01-May-1914,1169,Aberdonian,British,Dowman,757,London,Goods,,,,Mark Cullen,Mollie Horne,
6efb10a9-a754-4d78-b458-4be36f065e7e,01-May-1914,1170,Caledonia,Hollands,Roose,542,Rotterdam,Goods,,F,,Mark Cullen,Mollie Horne,
544c76e7-89cb-4012-867f-434a65e77ca1,01-May-1914,1171,James Crombie,British,Darrock,263,Inverness,Goods,,,,Mark Cullen,Mollie Horne,
11329de6-372d-4d59-b5f6-030ad642bb87,01-May-1914,1172,Ailsa,British,Donner,30,St Davids,Granite,,,,Mark Cullen,Mollie Horne,
7c5eec29-1752-4008-bf91-14fa33453028,01-May-1914,1173,St Margaret,British,MacKenzie,401,Stromness,Goods,,,,Mark Cullen,Mollie Horne,
01d7e1d0-9ef8-4ce4-9515-7014ec86d554,01-May-1914,1174,Luddick,British,Barron,184,Middlesboro,Goods,,,,Mark Cullen,Mollie Horne,
12f94f6c-ead4-4d2f-9295-6e64fdf282e8,01-May-1914,1175,Cronstadt,British,Logan,1064,Reval,Flax,,BF,,Mark Cullen,Mollie Horne,
e6bf24bd-33d1-45d7-b58f-d63cf07868ce,01-May-1914,1176,Ballochbuie,British,Falconer,395,Sunderland,Coal,,,,Mark Cullen,Mollie Horne,
50894012-d929-45bd-a528-9f57477fb9b2,01-May-1914,1177,Aberdon,British,Ross,495,Sunderland,Coal,,,,Mark Cullen,Mollie Horne,
a970d42c-2c9e-4000-b251-2e8cda99b4bf,01-May-1914,1178,Jotun,Norwegian,Schmidt,305,Shields,Coal,,,,Mark Cullen,Mollie Horne,
f73f0c43-943d-4db5-91f8-ed7df3e3602d,02-May-1914,1179,Utopia,British,Smith,65,Kirkcaldy,Coal,Saturday 2nd. Fresh SW Wind & fine weather. Sea moderate.,,,Mark Cullen,Mollie Horne,
deb50b11-944c-408b-9fe5-9e2c17c0bf86,02-May-1914,1180,Charleston,British,Venning,1163,Gulfport,Timber,,BF,,Mark Cullen,Mollie Horne,
5e4ad59a-1fa0-462b-a468-409660eb29b6,02-May-1914,1181,Princess Royal,British,Rendall,625,Dundee,Goods,,,,Mark Cullen,Mollie Horne,
b12feaa7-b3fe-4e96-87f7-2887e77d14e5,02-May-1914,1182,Spray II,British,Lawrence,580,Sunderland,Coal,,,,Mark Cullen,Mollie Horne,
1ea729bb-c942-4f46-bc70-42a36dbb92de,02-May-1914,1183,Redhall,British,Ross,353,Shields,Coal,,,,Mark Cullen,Mollie Horne,
b4f5dc1a-7144-4680-ab21-2ce468de7c2b,02-May-1914,1184,Thrift,British,Mackay,205,Sunderland,Coal,,,,Mark Cullen,Mollie Horne,
db5f5222-5ef9-4744-bb32-06d79e996dd9,02-May-1914,1185,Portlethen,British,Godsman,57,Shields,Lime,,,,Mark Cullen,Mollie Horne,
52988635-a33e-46d5-9f25-fac409ff816f,02-May-1914,1186,St Margaret,British,MacKenzie,401,Wick,Goods,,,,Mark Cullen,Mollie Horne,
1d28de66-440c-40d8-834e-5443bb868ebd,03-May-1914,1187,Advent,British,Cook,430,Sunderland,Coal,"Sunday 3rd. First part wind sou west and overcast. Latter wind light, sea smooth, weather fine.",,,Mark Cullen,Mollie Horne,
60e2b092-6556-48ac-aa4c-dfc21c10eb74,03-May-1914,1188,Jagny,British,Senkildsen,735,Sufax,Esparto,,FDC,,Mark Cullen,Mollie Horne,
9ad4745b-9a9c-42ec-a915-918d0dc900cc,03-May-1914,1189,Collarnie,Danish,Pirrie,169,Burntisland,Coal,,WB,,Mark Cullen,Mollie Horne,
d5ebde60-1edb-4a84-a14b-e713fdc9305d,03-May-1914,1190,St Sunniva,British,Gray,423,Lerwick,Goods,,,,Mark Cullen,Mollie Horne,
96a04914-61e5-441b-a467-97d3db1a8e27,03-May-1914,1191,Saxon,British,Humphrey,251,Goole,Coal,,,,Mark Cullen,Mollie Horne,
14f1d739-ffaa-4f5a-9990-19a247190bab,03-May-1914,1192,Princess Beatrice,British,Waterson,524,Liverpool,Goods,,,,Mark Cullen,Mollie Horne,
6f514877-ed94-4c5d-8441-b84a8e30c661,03-May-1914,1193,Brenda FBC,British,MacKenzie,60,North Sea,Cruising,,FBL,,Mark Cullen,Mollie Horne,
8ecf3def-1ae4-48d5-8100-eb7b2b70b649,04-May-1914,1194,Norwood,British,Clark,348,Hull,Goods,Monday 4th. Fine weather and smooth sea.,,,Mark Cullen,Mollie Horne,
e2a58f44-7c83-4a0f-a553-5db2c12b33b8,04-May-1914,1195,City of London,British,Taylor,575,London,Goods,,,,Mark Cullen,Mollie Horne,
cee42fac-1779-4d5f-b76a-5f20825e991a,04-May-1914,1196,St Nicholas,British,Johnston,452,Leith,Goods,,,,Mark Cullen,Mollie Horne,
685eb43d-584d-4ce3-9d69-7ad19072b05f,04-May-1914,1197,Spray II,British,Alves,375,Sunderland,Coal,,,,Mark Cullen,Mollie Horne,
fe59bd68-acf6-44fb-916e-583dc145ccf8,04-May-1914,1198,Brenda,British,MacKenzie,(blank),North Sea,Cruising,,,,Mark Cullen,Mollie Horne,
f986c90a-cd86-4a4d-a252-768a2b4442a5,04-May-1914,1199,Rubislaw,British,Walker,480,Hamburg,Goods,,,,Mark Cullen,Mollie Horne,
fb44c86e-1284-4fc3-a1f1-627c8b5f5a18,04-May-1914,1200,Glengeldes,British,Smart,453,Skien nr Granton,General,,,,Anne Clark,Mollie Horne,
97f2c18b-232b-4606-9d58-6e8194a52381,05-May-1914,1201,St. Clair,British,Gifford,349,Leith,Goods,"Tuesday 5th 
Fine weather and smooth water throughout the day. Wind northerly",,,Anne Clark,Mollie Horne,
5b82d861-3ff3-407b-a8c8-14d7c141aed5,05-May-1914,1202,Gael,British,Smith,30,Grangemouth,Iron Plates,,,,Anne Clark,Mollie Horne,
475611aa-94e4-4c63-bd7c-0868dbb67cf2,05-May-1914,1203,James Crombie,British,Darrock,250,Leith,Goods,,,,Anne Clark,Mollie Horne,
407cd2ec-9b03-49f5-afb6-cdf31d0494c0,05-May-1914,1204,Princess Alberta,British,Cubbin,526,Liverpool,Goods,,,,Anne Clark,Mollie Horne,
39b2ad85-4a6b-490f-8b4c-729a8abfe8bd,05-May-1914,1205,Alastair,British,Williams,157,Inverness,Light,,,,Anne Clark,Mollie Horne,
01117a7b-e6a1-4990-b37e-049a43a94ce4,05-May-1914,1206,Marien,British,Sutherland,118,Kirkwall,Light,,,,Anne Clark,Mollie Horne,
6221f0a2-da7d-4f96-803b-9ea4daa7bcfa,05-May-1914,1207,Whinhill,British,Allison,(blank),Bay,Trials,,,,Anne Clark,Mollie Horne,
6e8ba18e-fa27-49e6-bf62-9af5e209066f,05-May-1914,1208,Femern,Swedish,Hendvigsee,335,Gothenberg ,General,,,,Anne Clark,Mollie Horne,
45f3cf21-0646-4268-9ac8-a0a773412909,05-May-1914,1209,Maclean,British,Murphy,38,Portmahomack,Potatoes,,,,Anne Clark,Mollie Horne,
8a046682-9daf-46f3-97a5-5c260189c4d8,05-May-1914,1210,Express,British,Heddle,89,Kirkwall,Goods,,,,Anne Clark,Mollie Horne,
799ba0d3-d3e5-47da-b35d-cb2e582bba35,05-May-1914,1211,Utopia,British,Smith,64,Kirkcaldy,Coal,,,,Anne Clark,Mollie Horne,
c295f7d8-5ea0-43e2-9b17-fb2e46a1276e,05-May-1914,1212,St. Ronald,British,Scott,395,Kirkwall,Goods,,,,Anne Clark,Mollie Horne,
137599dd-4051-4fcc-83fe-af4404f8fe0d,05-May-1914,1213,Aberdon,British,Ross,495,Sunderland,Coal,,,,Anne Clark,Mollie Horne,
b30e37e0-bb34-4406-a658-2d6aa5996404,06-May-1914,1214,St. Margaret,British,Mackenzie,401,Leith,Goods,"Wednesday 6th
Variable winds, overcast and showery
Sea smooth.","Wednesday 6th
At 2:15 p.m.the trawl Upton castle of Swansea grounded opposite section 29 under floated at 7 p.m.no damage",,Anne Clark,Mollie Horne,
e4be0774-6735-44c9-9d5e-1374c3b6c7d3,06-May-1914,1215,Earnholm,British,Macdonald,191,Leith,Goods,,,,Anne Clark,Mollie Horne,
882df67b-413d-4e46-9d7c-ea475f74206d,06-May-1914,1216,Vera,Denmark,Risor,725,Sfax ,Esparto,,,,Anne Clark,Mollie Horne,
8a9aaf36-f49c-4736-8e62-17f6a78fdb4b,06-May-1914,1217,St. Sunniva,British,Gray,363,Lerwick,Goods,,,,Anne Clark,Mollie Horne,
fb1e301c-ed51-4185-8df6-01e0bb7c4a51,06-May-1914,1218,Quarry Knowe,British,Duthie,36,North Sea,Trials,,,,Anne Clark,Mollie Horne,
d1e9ff48-548b-40ef-a5dc-6d9cd164c616,06-May-1914,1219,Brighton o'  th' north,British,Hall,34,North Sea,Trials,,,,Anne Clark,Mollie Horne,
962e7e56-8e66-4b72-a39f-954963804521,06-May-1914,1220,Spray II,British,Lawerance,580,Sunderland,Coal,,,,Anne Clark,Mollie Horne,
1d10c45b-c9c4-43a3-87d2-ad0367f9893f,06-May-1914,1221,Frankland,British,Herring,395,Sunderland,Coal,,,,Anne Clark,Mollie Horne,
49b356d5-440b-4495-93c5-c96202a875bb,06-May-1914,1222,Ballochbuie,British,Falconer,141,Sunderland,Coal,,,,Anne Clark,Mollie Horne,
81d6dff8-b68f-49a3-b4aa-9d67aef71344,06-May-1914,1223,Dunleith,British,Auld,111,Bo'ness,Coal,,,,Anne Clark,Mollie Horne,
438c767c-0165-40a8-ad5c-f65aceebf3ca,06-May-1914,1224,Therese,Danish,North,806,Sfax ,Esparto,,,,Anne Clark,Mollie Horne,
dc92881b-7658-4d02-989f-d4d9ec2c1783,06-May-1914,1225,Firth,British,Wright,163,Granton,Coal,,,,Anne Clark,Mollie Horne,
60157811-b815-48a0-a129-dffca2ab9409,06-May-1914,1226,Goldseeker,British,Murray,65,North Sea,Cruising,,,,Anne Clark,Mollie Horne,
4291a845-f29d-484c-b99c-91f1fb521f5d,06-May-1914,1227,Redhall,British,Ross,353,Shields,Coal,,,,Anne Clark,Mollie Horne,
73b74ad3-e62e-40f5-a863-726d56badf3e,06-May-1914,1228,Hogarth,British,Ward,642,London,Goods,,,,Anne Clark,Mollie Horne,
592839da-537c-43e3-b406-524f020d2d7d,06-May-1914,1229,Princess Victoria,British,Kinley,647,Dundee,Goods,,,,Anne Clark,Mollie Horne,
0a152ff3-e1ac-47f7-95d4-1fa8c994fbdb,06-May-1914,1230,Sch[ooner]  Hannah Ransom ,British,Bowden,96,Grimsby,Salt Fish,,,,Anne Clark,Mollie Horne,
b105e2ac-6bd1-4344-b08c-2f0ea8d1510f,06-May-1914,1231,Spray II,British,Alves,375,Sunderland,Coal,,,,Anne Clark,Mollie Horne,
64555531-8eea-433c-bf47-fcd8a2a7f1c5,06-May-1914,1232,St. Nicholas,British,Johnston,452,Stromness,Goods,,,,Anne Clark,Mollie Horne,
ae9ab5b5-3bb6-4c96-ab89-4eb6c88a2ac9,06-May-1914,1233,Thrift,British,Mackay,208,Blyth,Coal,,,,Anne Clark,Mollie Horne,
522ca8da-fbea-4402-b71f-32416a115565,07-May-1914,1234,Utopia,British,Smith,64,Kirkcaldy,Coal,Thursday 7th. Variable winds and showery. Sea smooth.,,,,Mollie Horne,
1e18c756-b66d-40bd-a8db-939bc2912665,07-May-1914,1235,Earl of Aberdeen,British,Dove,352,Newcastle,Goods,,,,,Mollie Horne,
7acc42f8-d1fa-431c-bf61-4150ecc7af43,07-May-1914,1236,Princess Caroline,British,Loues,361,Dundee,Goods,,,,,Mollie Horne,
bbf86a38-646c-4134-99fb-ee65c8416331,08-May-1914,1237,St Clair,British,Gifford,249,Wick,Goods,Friday 8th variable winds and overcast. Towards right a strong gale. Sprang up from N. East accompanied by heavy rain,,,,Mollie Horne,
f23e83be-bce7-45df-a059-318394dfb786,08-May-1914,1238,James Crombie,British,Darrock,253,Inverness,Goods,,,,,Mollie Horne,
0d7f3696-43e5-4f21-a7af-09b4b5b9c793,08-May-1914,1239,St Regnvald,British,Williamson,330,Leith,Goods,,,,,Mollie Horne,
8320de27-f987-4cba-b7a4-19357c8bb16d,08-May-1914,1240,Dana,British,Rease,715,Sunderland,Timber,,BFDC,,,Mollie Horne,
0fca35fd-f3ac-4454-a532-e9708df7c3e8,08-May-1914,1241,Earnholm,British,Macdonald,191,Leith,Goods,,,,,Mollie Horne,
456bb0f7-a66b-4510-805d-f89e9f1453cb,08-May-1914,1242,Lossie,British,Cole,196,Goole,Coal,,,,,Mollie Horne,
338cfdd7-f193-4e3b-b417-3acd627bc1f9,08-May-1914,1243,Cecilla,British,Mcpherson,56,Sunderland,Coal WB,,,,,Mollie Horne,
1df22134-00fb-483b-86d3-3cd72a3eb7b2,09-May-1914,1244,Princess Alberta,British,Cobbin,526,Dundee,Goods,Saturday 9th. Fresh Northerly gale and squally causing swell on the bar. Owing to the heavy rain there is considerable swell. Fresh running out. Incoming really finding it difficult to steer. ,,,,Mollie Horne,
6328d7e9-c49e-4c01-865d-ece27764115c,09-May-1914,1245,Advent,British,Cook,430,Seaham,Coal,,FOC,,,Mollie Horne,
71b4555c-8dc8-41bc-96d4-57a4bd4835ed,09-May-1914,1246,Consule Horn,Germany,Billman,1596,Gulfport,Timber,,FOC,,,Mollie Horne,
737bab1f-47d5-4c0b-8899-0c6c0bc92def,09-May-1914,1247,Dunleith,British,Auld,114,Goole,Coal,,,,,Mollie Horne,
5d57657e-2ca1-4eb0-8ab7-6e040f36be38,09-May-1914,1248,Earnholm,British,MacDonald,191,Leith,Goods,,,,,Mollie Horne,
88ec8f55-a5c7-4c02-b755-e8b93987c4e6,10-May-1914,1249,Aberdon,British,Ross,495,Seaham,Coal,Sunday 10th. First part strong Northerly wind and Squally very cold. Miserable ? Evening into harbour. Latter part fine but showery,,,,Mollie Horne,
ee48efef-8812-4b6d-a135-4a27103d01b3,10-May-1914,1250,Firth,British,Wright,163,Boness,Coal,,,,,Mollie Horne,
4f8389cf-873e-4ce6-8aa8-017fd33fe426,10-May-1914,1251,Ballochbuie,British,Falconer,395,Sunderland,Coal,,,,,Mollie Horne,
03d9cbf6-9fb3-4971-93bf-a3d0ebc31c6d,10-May-1914,1252,Spray,British,Lawerance,580,Sunderland,Coal,,,,,Mollie Horne,
caf5ce45-d5c7-4f4e-97b8-483ccbe1904f,10-May-1914,1253,Redhall,British,Ross,353,Sheild,Coal,,,,,Mollie Horne,
d37bb6ee-56a6-4799-a5d4-29a0de7dee9b,10-May-1914,1254,St Sunniva,British,Gray,363,Lerwick,Goods,,,,,Mollie Horne,
4dc898e8-ae23-4213-aef0-29a7d172182e,10-May-1914,1255,Luddick,British,Barron,184,Middlesbro,General,,,,,Mollie Horne,
f06ed383-9692-4854-a6d5-c1ea2c545a9f,10-May-1914,1256,Garmoyle,British,Anderson,30,Peterhead,Light WB,,,,,Mollie Horne,
a4afd3f1-301b-488a-88f2-1f01fcf8de08,10-May-1914,1257,Thrift,British,Mackay,205,Sunderland,Coal,,,,,Mollie Horne,
01c592ab-6006-481f-8d52-a9fbaa735dfa,10-May-1914,1258,Norwood,British,Clark,348,Hull,Goods,,,,,Mollie Horne,
703ffeb0-2008-4b10-9f87-590662b0ad8e,10-May-1914,1259,City of London,British,Taylor,575,London,Timber,,,,,Mollie Horne,
8636e29c-e22b-4060-bb59-04b8364dcd69,11-May-1914,1260,Cheshire Cat,British,Stephens,64,Spinningdale,Goods,Monday 11th strong Northerly to N.W wind and choppy sea. No other,,,,Mollie Horne,
318278c6-bc27-4a76-94ec-8b403c73f428,11-May-1914,1261,Caledonia,British,Roose,542,Rotterdam,Goods,,,,,Mollie Horne,
56256be6-1294-44d4-9052-7150f283305d,11-May-1914,1262,St Magnus,British,Leask,272,Leith,Goods,,,,,Mollie Horne,
afe44643-90f7-42e4-8062-f5e318964ab5,11-May-1914,1263,Emlyndene,British,Evans,220,Goole,Coal,,,,,Mollie Horne,
e86f8f5f-2447-4109-a871-fa1320aad1b2,11-May-1914,1264,Sail Ocean Swell,British,Deakin,164,Towey,China Clay,,,,,Mollie Horne,
f09e77eb-99b5-4640-a37f-2e44cf012d7e,11-May-1914,1265,James Crombie,British,Darrock,250,Leith,Goods,,,,,Mollie Horne,
317f1218-66bb-4bdd-89ef-17faba5d6be1,11-May-1914,1266,St Clair,British,Gifford,349,Leith,Goods,,,,,Mollie Horne,
61866052-cc28-4696-b40f-16b3a78ad5ac,11-May-1914,1267,Algiba,British,Sutton,223,London,Cement,,,,,Mollie Horne,
13db108e-8c48-4b6d-bc1c-8c5ac6663493,12-May-1914,1268,Klar,Denmark,Larsen,298,Framen,General,Sunday 12th. Moderate northerly to NW wind and sky partly overcast. Sea Smooth.,,,Mark Cullen,Mollie Horne,
a9ce18c7-9ca9-4f47-8e3c-0eded047db75,12-May-1914,1269,Spray II,British,Alves,376,Sunderland,Coal,,,,Mark Cullen,Mollie Horne,
5f559425-4c68-4e35-816a-5b72cbaab039,12-May-1914,1270,Express,British,Heddle,89,Kirkwall,Goods,,,,Mark Cullen,Mollie Horne,
fcad8578-94fd-4e2a-8969-d5612336ab55,12-May-1914,1271,Princess Royal,British,Rendall,525,Liverpool,Goods,,,,Mark Cullen,Mollie Horne,
f03a54bd-7ca9-47e6-bdce-8d393e87b6fd,12-May-1914,1272,Whinhill,British,Allison,193,Newcastle,Coal,,,,Mark Cullen,Mollie Horne,
a675428b-fbfd-4eaa-b885-4e64b3827af5,12-May-1914,1273,Utopia,British,Smith,64,Kirkcaldy,Coal,,,,Mark Cullen,Mollie Horne,
d5c98f3a-dc93-4d26-8f61-727d75bcbfcf,13-May-1914,1274,Firth,British,Wright,163,Granton,Coal,Wednesday 13th. Moderate NW windand fine weather.,,,Mark Cullen,Mollie Horne,
627158e2-7886-466c-addd-f73a981496ec,13-May-1914,1275,St Ronald,British,Scott,395,Wick,Goods,,,,Mark Cullen,Mollie Horne,
40659de8-9d76-4e0c-a69c-9fe86a510b84,13-May-1914,1276,Earnholm,British,Macdonald,191,Leith,Goods,,,,Mark Cullen,Mollie Horne,
c8b647f4-63eb-4672-8fd2-342e20ef0b72,13-May-1914,1277,St Margaret,British,MacKenzie,401,Leith,Goods,,,,Mark Cullen,Mollie Horne,
36bd2f7e-a483-45f5-9d3b-a7ebf1b17e3b,13-May-1914,1278,Portlethen,British,Godsman,75,Shields,Lime,,,,Mark Cullen,Mollie Horne,
1ff87b98-7574-41da-a7ce-24daac20edec,13-May-1914,1279,St Sunniva,British,Grey,423,Lerwick,Goods,,,,Mark Cullen,Mollie Horne,
ac6be620-826f-4d17-94d6-b24ac970b892,13-May-1914,1280,Cape York,British,McGready,215,Lerwick,Light,,,,Mark Cullen,Mollie Horne,
0c4201f9-cf81-457a-ac56-2adfffc11752,13-May-1914,1281,Spray II,British,Lawrence,580,Sunderland,Coal,,,,Mark Cullen,Mollie Horne,
640c2aea-c004-4b90-ac38-cd5b540b6ae0,13-May-1914,1282,Dunleith,British,Auld,111,Sunderland,Coal,,,,Mark Cullen,Mollie Horne,
66d29ec7-9751-45bc-a308-88c4073ef344,13-May-1914,1283,Redhall,British,Ross,353,Blyth,Coal,,,,Mark Cullen,Mollie Horne,
995c12d8-132a-45ee-adae-a1e1f5a89621,13-May-1914,1284,Thrift,British,Mackay,208,Blyth,Coal,,,,Mark Cullen,Mollie Horne,
79035985-df6c-47e5-a98c-97af491950e0,14-May-1914,1285,Cossack,British,Fletch,36,Peterhead,Light,Fine weather throughout the day and smooth sea. Wind variable and light.,,,Mark Cullen,Mollie Horne,
04b39be9-693c-40f6-8e6a-56d2dd562b81,14-May-1914,1286,Princess Maud,British,McKenzie,503,Dundee,Goods,,,,Mark Cullen,Mollie Horne,
52148219-988a-4c60-ad63-37ab3bfe18db,14-May-1914,1287,Ocean Bride,British,Sterrat,52,North Sea,Salvage Plant,,,,Mark Cullen,Mollie Horne,
6a99baaf-31ea-48e5-93ce-73e9dab5bf56,14-May-1914,1288,Aberdon,British,Ross,352,Seaham,Coal,,,,Mark Cullen,Mollie Horne,
5e35852e-4485-4db7-9a70-1601dd951cbc,14-May-1914,1289,Hogarth,British,Ward,642,London,Goods,,,,Mark Cullen,Mollie Horne,
e5ba2679-a560-4865-86ac-0e4dec914829,14-May-1914,1290,Elsie,British,Brown,56,Berwick,Coal,,,,Mark Cullen,Mollie Horne,
745886d1-6697-4395-ab73-4b4a83c8bd87,15-May-1914,1291,Ailsa,British,Donner,30,Montrose,Light,Friday 15th. Moderate North wind and overcast. Sea smooth.,,,Mark Cullen,Mollie Horne,
